eAir MD Modbus register list;2026-01-27;;;;;;;;
Conforming to MD software versions 1.14 and later.;;;;;;;;;
;;;;;;;;;
Protocol: Modbus RTU, RS485;;;;;;;;;
Serial line default parameters: 19200 bps, 8 N 1;;;;;;;;;
Serial line speed is configurable to 9600, 19200 or 115200 bps;;;;;;;;;
Serial line parity is configurable to None or Even parity;;;;;;;;;
;;;;;;;;;
Registers marked “reserved” must not be altered!;;;;;;;;;
 ;;;;;;;;;
MODBUS HOLDING REGISTERS;;;;;;;;;
Address;Symbol;Type;Multiplier;Bounds (raw value);Name;Description;Title (en translation);Help text (en translation);Notes
hreg 306;HREG_DAY_WC17;bitfield;1;;Week timer slot #17;See description for register 210;Days;Days;
hreg 307;HREG_STA_HOUR_WC17;uint16;1;;;See description for register 211;;;
hreg 308;HREG_STA_MIN_WC17;uint16;1;;;See description for register 212;;;
hreg 309;HREG_STO_HOUR_WC17;uint16;1;;;See description for register 213;;;
hreg 310;HREG_STO_MIN_WC17;uint16;1;;;See description for register 214;;;
hreg 311;HREG_WC17;uint16;1;;;See description for register 215;;;
hreg 312;HREG_DAY_WC18;bitfield;1;;Week timer slot #18;See description for register 210;Days;Days;
hreg 313;HREG_STA_HOUR_WC18;uint16;1;;;See description for register 211;;;
hreg 314;HREG_STA_MIN_WC18;uint16;1;;;See description for register 212;;;
hreg 315;HREG_STO_HOUR_WC18;uint16;1;;;See description for register 213;;;
hreg 316;HREG_STO_MIN_WC18;uint16;1;;;See description for register 214;;;
hreg 317;HREG_WC18;uint16;1;;;See description for register 215;;;
hreg 318;HREG_DAY_WC19;bitfield;1;;Week timer slot #19;See description for register 210;Days;Days;
hreg 319;HREG_STA_HOUR_WC19;uint16;1;;;See description for register 211;;;
hreg 320;HREG_STA_MIN_WC19;uint16;1;;;See description for register 212;;;
hreg 321;HREG_STO_HOUR_WC19;uint16;1;;;See description for register 213;;;
hreg 322;HREG_STO_MIN_WC19;uint16;1;;;See description for register 214;;;
hreg 323;HREG_WC19;uint16;1;;;See description for register 215;;;
hreg 324;HREG_DAY_WC20;bitfield;1;;Week timer slot #20;See description for register 210;Days;Days;
hreg 325;HREG_STA_HOUR_WC20;uint16;1;;;See description for register 211;;;
hreg 326;HREG_STA_MIN_WC20;uint16;1;;;See description for register 212;;;
hreg 327;HREG_STO_HOUR_WC20;uint16;1;;;See description for register 213;;;
hreg 328;HREG_STO_MIN_WC20;uint16;1;;;See description for register 214;;;
hreg 329;HREG_WC20;uint16;1;;;See description for register 215;;;
hreg 330;HREG_STA_PV_Y1;uint16;1;;Year timer slot #1;Year program 1 start day-of-month;;;
hreg 331;HREG_STA_KK_Y1;uint16;1;;;Year program 1 stop month;;;
hreg 332;HREG_ACTIVE_TIMEPROGRAMS_1;uint16;1;;Active time programs, week slots 1-16;;;;
hreg 333;HREG_STA_HOUR_Y1;uint16;1;;;Year program 1 start hour;;;
hreg 334;HREG_STA_MIN_Y1;uint16;1;;;Year program 1 start minute;;;
hreg 335;HREG_STO_PV_Y1;uint16;1;;;Year program 1 stop day of month;;;
hreg 336;HREG_STO_KK_Y1;uint16;1;;;Year program 1 stop month;;;
hreg 337;HREG_ACTIVE_TIMEPROGRAMS_2;uint16;1;;Active time programs, week slots 17-20 and year slots 1-5;;;;
hreg 338;HREG_STO_HOUR_Y1;uint16;1;;;Year program 1 stop hour;;;
hreg 339;HREG_STO_MIN_Y1;uint16;1;;;Year program 1 stop minute;;;
hreg 340;HREG_Y1;uint16;1;;;Year program 1 action;;;#define TIMER_PROGRAM_OFF 0 #define TIMER_AWAY        1 #define TIMER_AWAY_LONG   2 #define TIMER_HEAT_DIS    3 #define TIMER_COOL_DIS    4 #define TIMER_TEMP_DECR   5 #define TIMER_MAX_H       6 #define TIMER_MAX_C       7 #define TIMER_RELAY       16 #define TIMER_BOOST       17 /* Circulation air state change time program (Pallas) */ #define TIMER_CLOSED_CIRCULATION 18 /* This time program function is relevant in OFFICE program variant (use  * method) and it means that the machine should be running (instead of  * being in STOP state). */ #define TIMER_RUNTIME     30 
hreg 341;HREG_STA_PV_Y2;uint16;1;;Year timer slot #2;See description for year program slot #1;;;
hreg 342;HREG_STA_KK_Y2;uint16;1;;;See description for year program slot #1;;;
hreg 343;HREG_UPTIME;uint16;1;;System uptime;Number of minutes since system was started. Note: count will reset to zero after approximately 45 days;;;Warning: the count is approximative, it should not be used for time-keeping purposes
hreg 344;HREG_STA_HOUR_Y2;uint16;1;;;See description for year program slot #1;;;
hreg 345;HREG_STA_MIN_Y2;uint16;1;;;See description for year program slot #1;;;
hreg 346;HREG_STO_PV_Y2;uint16;1;;;See description for year program slot #1;;;
hreg 347;HREG_STO_KK_Y2;uint16;1;;;See description for year program slot #1;;;
hreg 348;Reserved;uint16;1;;Number of active panel bus units;The number of modbus slaves detected, updated every minute;;;
hreg 349;HREG_STO_HOUR_Y2;uint16;1;;;See description for year program slot #1;;;
hreg 350;HREG_STO_MIN_Y2;uint16;1;;;See description for year program slot #1;;;
hreg 351;HREG_Y2;uint16;1;;;See description for year program slot #1;;;
hreg 352;HREG_STA_PV_Y3;uint16;1;;Year timer slot #3;See description for year program slot #1;;;
hreg 353;HREG_STA_KK_Y3;uint16;1;;;See description for year program slot #1;;;
hreg 354;HREG_BOOTLOADER_VERSION;uint16;1;;Bootloader version;Bootloader version (desc.);;;
hreg 355;HREG_STA_HOUR_Y3;uint16;1;;;See description for year program slot #1;;;
hreg 356;HREG_STA_MIN_Y3;uint16;1;;;See description for year program slot #1;;;
hreg 357;HREG_STO_PV_Y3;uint16;1;;;See description for year program slot #1;;;
hreg 358;HREG_STO_KK_Y3;uint16;1;;;See description for year program slot #1;;;
hreg 359;HREG_FILTER_TEST_HR;uint16;1;;Filter test hour;Filter test will begin at this hour (HH:00);;;
hreg 360;HREG_STO_HOUR_Y3;uint16;1;;;See description for year program slot #1;;;
hreg 361;HREG_STO_MIN_Y3;uint16;1;;;See description for year program slot #1;;;
hreg 362;HREG_Y3;uint16;1;;;See description for year program slot #1;;;
hreg 363;HREG_STA_PV_Y4;uint16;1;;Year timer slot #4;See description for year program slot #1;;;
hreg 364;HREG_STA_KK_Y4;uint16;1;;;See description for year program slot #1;;;
hreg 365;HREG_FILTER_TEST_DAYS;uint16;1;;Filter test day-of-week;Filter test run on selected day on the selected hour;;;Expressed as a bitfield similar to week time programs
hreg 366;HREG_STA_HOUR_Y4;uint16;1;;;See description for year program slot #1;;;
hreg 367;HREG_STA_MIN_Y4;uint16;1;;;See description for year program slot #1;;;
hreg 368;HREG_STO_PV_Y4;uint16;1;;;See description for year program slot #1;;;
hreg 369;HREG_STO_KK_Y4;uint16;1;;;See description for year program slot #1;;;
hreg 370;HREG_FILTER_TEST_TF;uint16;1;;Filter test TF fan speed;Filter test TF fan speed (desc.);;;During filter test mode TF will run at this constant fanspeed even in constant duct pressure mode.  Note that if value is outside range 20-100, 100% will be used
hreg 371;HREG_STO_HOUR_Y4;uint16;1;;;See description for year program slot #1;;;
hreg 372;HREG_STO_MIN_Y4;uint16;1;;;See description for year program slot #1;;;
hreg 373;HREG_Y4;uint16;1;;;See description for year program slot #1;;;
hreg 374;HREG_STA_PV_Y5;uint16;1;;Year timer slot #5;See description for year program slot #1;;;
hreg 375;HREG_STA_KK_Y5;uint16;1;;;See description for year program slot #1;;;
hreg 376;HREG_FILTER_TEST_PF;uint16;1;;Filter test PF fan speed;Filter test PF fan speed (desc.);;;During filter test mode PF will run at this constant fanspeed even in constant duct pressure mode.  Note that if value is outside range 20-100, 100% will be used
hreg 377;HREG_STA_HOUR_Y5;uint16;1;;;See description for year program slot #1;;;
hreg 378;HREG_STA_MIN_Y5;uint16;1;;;See description for year program slot #1;;;
hreg 379;HREG_STO_PV_Y5;uint16;1;;;See description for year program slot #1;;;
hreg 380;HREG_STO_KK_Y5;uint16;1;;;See description for year program slot #1;;;
hreg 381;Reserved;;;;;;;;
hreg 382;HREG_STO_HOUR_Y5;uint16;1;;;See description for year program slot #1;;;
hreg 383;HREG_STO_MIN_Y5;uint16;1;;;See description for year program slot #1;;;
hreg 384;HREG_Y5;uint16;1;;;See description for year program slot #1;;;
hreg 385;HREG_ALARM1_ALMTYPE;uint16;1;;Alarm log entry #1;Alarm 1 (newest) alarm type;;Alarm 1 (newest) alarm type;ALARM_TE05_L =        1,      ALARM_TE10_L =       2,      ALARM_TE10_H =       3,      ALARM_TE20_H =       4,      ALARM_TE30_L =       5,      ALARM_TE30_H  =      6,      ALARM_HP       =     7,    /* This is both HP and MDX */      ALARM_SLP       =    8,      ALARM_TE45_L     =   9,      ALARM_LTO        =   10,      ALARM_COOL        =  11,      ALARM_EMERGENCY_STOP   =  12 ,       ALARM_EXTERNAL         = 13,   /** This used to be ALARM_FIRE on EDA */      ALARM_SERVICE       =14 ,             ALARM_PDS10       =  15,      ALARM_SPLY_FILT_H =  16,      ALARM_EXT_FILT_H  =  17,      ALARM_SPLY_FILT_L =  18 ,  /* This alarm is actually not in use. It is relevant only for large machines with 2-speed fan control */      ALARM_EXT_FILT_L  =  19  , /* This alarm is actually not in use. It is relevant only for large machines with 2-speed fan control */      ALARM_TF_PRES       =  20,      ALARM_PF_PRES       =  21 ,     ALARM_TE50_H   = 22,    ALARM_TE52_H   = 24,      ALARM_TF_ROTATION = 25,      ALARM_PF_ROTATION = 26,      ALARM_TE02_H   = 27,      ALARM_SERVICE_CONSTANT_DUCT_PRES = 28,   /* Under constant duct pressure control, Service alarm is triggered then fanspeeds reach a defined limit */ 
hreg 386;HREG_ALARM1_STATECLASS;uint16;1;;;This defines the status (low byte) of the alarm;;;ALARM_STATE_OFF = 0, ALARM_STATE_ACKED = 1, ALARM_STATE_ON = 2. Write “1” or “2” to this register to acknowledge the alarm.
hreg 387;HREG_ALARM1_YY;uint16;1;;;Alarm year;;;
hreg 388;HREG_ALARM1_MM;uint16;1;;;Alarm month;;;
hreg 389;HREG_ALARM1_DD;uint16;1;;;Alarm day.;;;
hreg 390;HREG_ALARM1_HH;uint16;1;;;Alarm hour;;;
hreg 391;HREG_ALARM1_MI;uint16;1;;;Alarm minutes;;;
hreg 392;HREG_ALARM2_ALMTYPE;uint16;1;;Alarm log entry #2;See description for alarm log entry #1;;;
hreg 393;HREG_ALARM2_STATECLASS;uint16;1;;;See description for alarm log entry #1;;;
hreg 394;HREG_ALARM2_YY;uint16;1;;;See description for alarm log entry #1;;;
hreg 395;HREG_ALARM2_MM;uint16;1;;;See description for alarm log entry #1;;;
hreg 396;HREG_ALARM2_DD;uint16;1;;;See description for alarm log entry #1;;;
hreg 397;HREG_ALARM2_HH;uint16;1;;;See description for alarm log entry #1;;;
hreg 398;HREG_ALARM2_MI;uint16;1;;;See description for alarm log entry #1;;;
hreg 399;HREG_ALARM3_ALMTYPE;uint16;1;;Alarm log entry #3;See description for alarm log entry #1;;;
hreg 400;HREG_ALARM3_STATECLASS;uint16;1;;;See description for alarm log entry #1;;;
hreg 401;HREG_ALARM3_YY;uint16;1;;;See description for alarm log entry #1;;;
hreg 402;HREG_ALARM3_MM;uint16;1;;;See description for alarm log entry #1;;;
hreg 403;HREG_ALARM3_DD;uint16;1;;;See description for alarm log entry #1;;;
hreg 404;HREG_ALARM3_HH;uint16;1;;;See description for alarm log entry #1;;;
hreg 405;HREG_ALARM3_MI;uint16;1;;;See description for alarm log entry #1;;;
hreg 406;HREG_ALARM4_ALMTYPE;uint16;1;;Alarm log entry #4;See description for alarm log entry #1;;;
hreg 407;HREG_ALARM4_STATECLASS;uint16;1;;;See description for alarm log entry #1;;;
hreg 408;HREG_ALARM4_YY;uint16;1;;;See description for alarm log entry #1;;;
hreg 409;HREG_ALARM4_MM;uint16;1;;;See description for alarm log entry #1;;;
hreg 410;HREG_ALARM4_DD;uint16;1;;;See description for alarm log entry #1;;;
hreg 411;HREG_ALARM4_HH;uint16;1;;;See description for alarm log entry #1;;;
hreg 412;HREG_ALARM4_MI;uint16;1;;;See description for alarm log entry #1;;;
hreg 413;HREG_ALARM5_ALMTYPE;uint16;1;;Alarm log entry #5;See description for alarm log entry #1;;;
hreg 414;HREG_ALARM5_STATECLASS;uint16;1;;;See description for alarm log entry #1;;;
hreg 415;HREG_ALARM5_YY;uint16;1;;;See description for alarm log entry #1;;;
hreg 416;HREG_ALARM5_MM;uint16;1;;;See description for alarm log entry #1;;;
hreg 417;HREG_ALARM5_DD;uint16;1;;;See description for alarm log entry #1;;;
hreg 418;HREG_ALARM5_HH;uint16;1;;;See description for alarm log entry #1;;;
hreg 419;HREG_ALARM5_MI;uint16;1;;;See description for alarm log entry #1;;;
hreg 420;HREG_ALARM6_ALMTYPE;uint16;1;;Alarm log entry #6;See description for alarm log entry #1;;;
hreg 421;HREG_ALARM6_STATECLASS;uint16;1;;;See description for alarm log entry #1;;;
hreg 422;HREG_ALARM6_YY;uint16;1;;;See description for alarm log entry #1;;;
hreg 423;HREG_ALARM6_MM;uint16;1;;;See description for alarm log entry #1;;;
hreg 424;HREG_ALARM6_DD;uint16;1;;;See description for alarm log entry #1;;;
hreg 425;HREG_ALARM6_HH;uint16;1;;;See description for alarm log entry #1;;;
hreg 426;HREG_ALARM6_MI;uint16;1;;;See description for alarm log entry #1;;;
hreg 427;HREG_ALARM7_ALMTYPE;uint16;1;;Alarm log entry #7;See description for alarm log entry #1;;;
hreg 428;HREG_ALARM7_STATECLASS;uint16;1;;;See description for alarm log entry #1;;;
hreg 429;HREG_ALARM7_YY;uint16;1;;;See description for alarm log entry #1;;;
hreg 430;HREG_ALARM7_MM;uint16;1;;;See description for alarm log entry #1;;;
hreg 431;HREG_ALARM7_DD;uint16;1;;;See description for alarm log entry #1;;;
hreg 432;HREG_ALARM7_HH;uint16;1;;;See description for alarm log entry #1;;;
hreg 433;HREG_ALARM7_MI;uint16;1;;;See description for alarm log entry #1;;;
hreg 434;HREG_ALARM8_ALMTYPE;uint16;1;;Alarm log entry #8;See description for alarm log entry #1;;;
hreg 435;HREG_ALARM8_STATECLASS;uint16;1;;;See description for alarm log entry #1;;;
hreg 436;HREG_ALARM8_YY;uint16;1;;;See description for alarm log entry #1;;;
hreg 437;HREG_ALARM8_MM;uint16;1;;;See description for alarm log entry #1;;;
hreg 438;HREG_ALARM8_DD;uint16;1;;;See description for alarm log entry #1;;;
hreg 439;HREG_ALARM8_HH;uint16;1;;;See description for alarm log entry #1;;;
hreg 440;HREG_ALARM8_MI;uint16;1;;;See description for alarm log entry #1;;;
hreg 441;HREG_ALARM9_ALMTYPE;uint16;1;;Alarm log entry #9;See description for alarm log entry #1;;;
hreg 442;HREG_ALARM9_STATECLASS;uint16;1;;;See description for alarm log entry #1;;;
hreg 443;HREG_ALARM9_YY;uint16;1;;;See description for alarm log entry #1;;;
hreg 444;HREG_ALARM9_MM;uint16;1;;;See description for alarm log entry #1;;;
hreg 445;HREG_ALARM9_DD;uint16;1;;;See description for alarm log entry #1;;;
hreg 446;HREG_ALARM9_HH;uint16;1;;;See description for alarm log entry #1;;;
hreg 447;HREG_ALARM9_MI;uint16;1;;;See description for alarm log entry #1;;;
hreg 448;HREG_ALARM10_ALMTYPE;uint16;1;;Alarm log entry #10;See description for alarm log entry #1;;;
hreg 449;HREG_ALARM10_STATECLASS;uint16;1;;;See description for alarm log entry #1;;;
hreg 450;HREG_ALARM10_YY;uint16;1;;;See description for alarm log entry #1;;;
hreg 451;HREG_ALARM10_MM;uint16;1;;;See description for alarm log entry #1;;;
hreg 452;HREG_ALARM10_DD;uint16;1;;;See description for alarm log entry #1;;;
hreg 453;HREG_ALARM10_HH;uint16;1;;;See description for alarm log entry #1;;;
hreg 454;HREG_ALARM10_MI;uint16;1;;;See description for alarm log entry #1;;;
hreg 455;HREG_ALARM11_ALMTYPE;uint16;1;;Alarm log entry #11;See description for alarm log entry #1;;;
hreg 456;HREG_ALARM11_STATECLASS;uint16;1;;;See description for alarm log entry #1;;;
hreg 457;HREG_ALARM11_YY;uint16;1;;;See description for alarm log entry #1;;;
hreg 458;HREG_ALARM11_MM;uint16;1;;;See description for alarm log entry #1;;;
hreg 459;HREG_ALARM11_DD;uint16;1;;;See description for alarm log entry #1;;;
hreg 460;HREG_ALARM11_HH;uint16;1;;;See description for alarm log entry #1;;;
hreg 461;HREG_ALARM11_MI;uint16;1;;;See description for alarm log entry #1;;;
hreg 462;HREG_ALARM12_ALMTYPE;uint16;1;;Alarm log entry #12;See description for alarm log entry #1;;;
hreg 463;HREG_ALARM12_STATECLASS;uint16;1;;;See description for alarm log entry #1;;;
hreg 464;HREG_ALARM12_YY;uint16;1;;;See description for alarm log entry #1;;;
hreg 465;HREG_ALARM12_MM;uint16;1;;;See description for alarm log entry #1;;;
hreg 466;HREG_ALARM12_DD;uint16;1;;;See description for alarm log entry #1;;;
hreg 467;HREG_ALARM12_HH;uint16;1;;;See description for alarm log entry #1;;;
hreg 468;HREG_ALARM12_MI;uint16;1;;;See description for alarm log entry #1;;;
hreg 469;HREG_ALARM13_ALMTYPE;uint16;1;;Alarm log entry #13;See description for alarm log entry #1;;;
hreg 470;HREG_ALARM13_STATECLASS;uint16;1;;;See description for alarm log entry #1;;;
hreg 471;HREG_ALARM13_YY;uint16;1;;;See description for alarm log entry #1;;;
hreg 472;HREG_ALARM13_MM;uint16;1;;;See description for alarm log entry #1;;;
hreg 473;HREG_ALARM13_DD;uint16;1;;;See description for alarm log entry #1;;;
hreg 474;HREG_ALARM13_HH;uint16;1;;;See description for alarm log entry #1;;;
hreg 475;HREG_ALARM13_MI;uint16;1;;;See description for alarm log entry #1;;;
hreg 476;HREG_ALARM14_ALMTYPE;uint16;1;;Alarm log entry #14;See description for alarm log entry #1;;;
hreg 477;HREG_ALARM14_STATECLASS;uint16;1;;;See description for alarm log entry #1;;;
hreg 478;HREG_ALARM14_YY;uint16;1;;;See description for alarm log entry #1;;;
hreg 479;HREG_ALARM14_MM;uint16;1;;;See description for alarm log entry #1;;;
hreg 480;HREG_ALARM14_DD;uint16;1;;;See description for alarm log entry #1;;;
hreg 481;HREG_ALARM14_HH;uint16;1;;;See description for alarm log entry #1;;;
hreg 482;HREG_ALARM14_MI;uint16;1;;;See description for alarm log entry #1;;;
hreg 483;HREG_ALARM15_ALMTYPE;uint16;1;;Alarm log entry #15;See description for alarm log entry #1;;;
hreg 484;HREG_ALARM15_STATECLASS;uint16;1;;;See description for alarm log entry #1;;;
hreg 485;HREG_ALARM15_YY;uint16;1;;;See description for alarm log entry #1;;;
hreg 486;HREG_ALARM15_MM;uint16;1;;;See description for alarm log entry #1;;;
hreg 487;HREG_ALARM15_DD;uint16;1;;;See description for alarm log entry #1;;;
hreg 488;HREG_ALARM15_HH;uint16;1;;;See description for alarm log entry #1;;;
hreg 489;HREG_ALARM15_MI;uint16;1;;;See description for alarm log entry #1;;;
hreg 490;HREG_ALARM16_ALMTYPE;uint16;1;;Alarm log entry #16;See description for alarm log entry #1;;;
hreg 491;HREG_ALARM16_STATECLASS;uint16;1;;;See description for alarm log entry #1;;;
hreg 492;HREG_ALARM16_YY;uint16;1;;;See description for alarm log entry #1;;;
hreg 493;HREG_ALARM16_MM;uint16;1;;;See description for alarm log entry #1;;;
hreg 494;HREG_ALARM16_DD;uint16;1;;;See description for alarm log entry #1;;;
hreg 495;HREG_ALARM16_HH;uint16;1;;;See description for alarm log entry #1;;;
hreg 496;HREG_ALARM16_MI;uint16;1;;;See description for alarm log entry #1;;;
hreg 497;HREG_ALARM17_ALMTYPE;uint16;1;;Alarm log entry #17;See description for alarm log entry #1;;;
hreg 498;HREG_ALARM17_STATECLASS;uint16;1;;;See description for alarm log entry #1;;;
hreg 499;HREG_ALARM17_YY;uint16;1;;;See description for alarm log entry #1;;;
hreg 500;HREG_ALARM17_MM;uint16;1;;;See description for alarm log entry #1;;;
hreg 501;HREG_ALARM17_DD;uint16;1;;;See description for alarm log entry #1;;;
hreg 502;HREG_ALARM17_HH;uint16;1;;;See description for alarm log entry #1;;;
hreg 503;HREG_ALARM17_MI;uint16;1;;;See description for alarm log entry #1;;;
hreg 504;HREG_ALARM18_ALMTYPE;uint16;1;;Alarm log entry #18;See description for alarm log entry #1;;;
hreg 505;HREG_ALARM18_STATECLASS;uint16;1;;;See description for alarm log entry #1;;;
hreg 506;HREG_ALARM18_YY;uint16;1;;;See description for alarm log entry #1;;;
hreg 507;HREG_ALARM18_MM;uint16;1;;;See description for alarm log entry #1;;;
hreg 508;HREG_ALARM18_DD;uint16;1;;;See description for alarm log entry #1;;;
hreg 509;HREG_ALARM18_HH;uint16;1;;;See description for alarm log entry #1;;;
hreg 510;HREG_ALARM18_MI;uint16;1;;;See description for alarm log entry #1;;;
hreg 511;HREG_ALARM19_ALMTYPE;uint16;1;;Alarm log entry #19;See description for alarm log entry #1;;;
hreg 512;HREG_ALARM19_STATECLASS;uint16;1;;;See description for alarm log entry #1;;;
hreg 513;HREG_ALARM19_YY;uint16;1;;;See description for alarm log entry #1;;;
hreg 514;HREG_ALARM19_MM;uint16;1;;;See description for alarm log entry #1;;;
hreg 515;HREG_ALARM19_DD;uint16;1;;;See description for alarm log entry #1;;;
hreg 516;HREG_ALARM19_HH;uint16;1;;;See description for alarm log entry #1;;;
hreg 517;HREG_ALARM19_MI;uint16;1;;;See description for alarm log entry #1;;;
hreg 518;HREG_ALARM20_ALMTYPE;uint16;1;;Alarm log entry #20;See description for alarm log entry #1;;;
hreg 519;HREG_ALARM20_STATECLASS;uint16;1;;;See description for alarm log entry #1;;;
hreg 520;HREG_ALARM20_YY;uint16;1;;;See description for alarm log entry #1;;;
hreg 521;HREG_ALARM20_MM;uint16;1;;;See description for alarm log entry #1;;;
hreg 522;HREG_ALARM20_DD;uint16;1;;;See description for alarm log entry #1;;;
hreg 523;HREG_ALARM20_HH;uint16;1;;;See description for alarm log entry #1;;;
hreg 524;HREG_ALARM20_MI;uint16;1;;;See description for alarm log entry #1;;;
hreg 525;Reserved;;;;;;;;
hreg 526;Reserved;;;;;;;;
hreg 527;Reserved;;;;;;;;
hreg 528;Reserved;;;;;;;;
hreg 529;Reserved;;;;;;;;
hreg 530;Reserved;;;;;;;;
hreg 531;Reserved;;;;;;;;
hreg 532;Reserved;;;;;;;;
hreg 533;Reserved;;;;;;;;
hreg 534;Reserved;;;;;;;;
hreg 535;Reserved;;;;;;;;
hreg 536;Reserved;;;;;;;;
hreg 537;Reserved;;;;;;;;
hreg 538;HREG_ALARM_SERVICE_TIME;uint16;1;;Service reminder;Number of days until service reminder alarm is signaled.;Service reminder;Number of days until service reminder alarm is given;
hreg 539;Reserved;;;;;;;;
hreg 540;Reserved;;;;;;;;
hreg 541;Reserved;;;;;;;;
hreg 542;Reserved;;;;;;;;
hreg 543;Reserved;;;;;;;;
hreg 544;Reserved;;;;;;;;
hreg 545;Reserved;;;;;;;;
hreg 546;Reserved;;;;;;;;
hreg 547;Reserved;;;;;;;;
hreg 548;Reserved;;;;;;;;
hreg 549;Reserved;;;;;;;;
hreg 550;Reserved;;;;;;;;
hreg 551;Reserved;;;;;;;;
hreg 552;Reserved;;;;;;;;
hreg 553;Reserved;;;;;;;;
hreg 554;Reserved;;;;;;;;
hreg 555;Reserved;;;;;;;;
hreg 556;Reserved;;;;;;;;
hreg 557;Reserved;;;;;;;;
hreg 558;Reserved;;;;;;;;
hreg 559;Reserved;;;;;;;;
hreg 560;Reserved;;;;;;;;
hreg 561;Reserved;;;;;;;;
hreg 562;Reserved;;;;;;;;
hreg 563;Reserved;;;;;;;;
hreg 564;Reserved;;;;;;;;
hreg 565;Reserved;;;;;;;;
hreg 566;Reserved;;;;;;;;
hreg 567;Reserved;;;;;;;;
hreg 568;Reserved;;;;;;;;
hreg 569;Reserved;;;;;;;;
hreg 570;Reserved;;;;;;;;
hreg 571;Reserved;;;;;;;;
hreg 572;Reserved;;;;;;;;
hreg 573;Reserved;;;;;;;;
hreg 574;Reserved;;;;;;;;
hreg 575;Reserved;;;;;;;;
hreg 576;Reserved;;;;;;;;
hreg 577;Reserved;;;;;;;;
hreg 578;HREG_B_ALARM_START;uint16;1;;Start time;B alarm relay signaling allowed start hour.;Start time;Allowed start time for B alarm output;The defined time is HH:00, where HH is the register's value
hreg 579;HREG_B_ALARM_STOP;uint16;1;;Ending time;B alarm relay signaling allowed stop hour.;Ending time;Allowed stop time for B alarm output;The defined time is HH:00, where HH is the register's value
hreg 580;HREG_B_ALARM_WEEKDAYS;bitfield;1;;Weekdays;B alarm relay signaling allowed weekdays (bitmap, stored in low 7 bits of the register).;Weekdays;Choose allowed weekdays for B alarm output;Bit 0: Sunday … Bit 6: Saturday
hreg 581;HREG_N_O_ALARMS;uint16;1;;Number of alarms;Current number of alarms in the alarm log.;Number of alarms;Current number of alarms in the alarm log;
hreg 582;HREG_C_MIN_RTC;uint16;1;;;RTC interface for changing minutes field;;;
hreg 583;HREG_C_HOUR_RTC;uint16;1;;;RTC interface for changing hour field;;;
hreg 584;HREG_C_DAY_RTC;uint16;1;;;RTC interface for changing day of month field;;;
hreg 585;HREG_C_MONTH_RTC;uint16;1;;;RTC interface for changing month field;;;
hreg 586;HREG_C_YEAR_RTC;uint16;1;;;RTC interface for changing year field;;;
hreg 587;Reserved;;;;;;;;
hreg 588;Reserved;;;;;;;;
hreg 589;Reserved;;;;;;;;
hreg 590;Reserved;;;;;;;;
hreg 591;Reserved;;;;;;;;
hreg 592;Reserved;;;;;;;;
hreg 593;Reserved;;;;;;;;
hreg 594;Reserved;;;;;;;;
hreg 595;Reserved;;;;;;;;
hreg 596;Reserved;;;;;;;;
hreg 597;HREG_FAMILY_TYPE;uint16;1;;Family;Machine family type;Family;Machine family type;
hreg 598;HREG_HW_VERSION;enumeration;1;;Hardware version;Hardware version desc;MD Hardware version;Unit motherboard hardware version;Value 1 corresponds to Rev.A, value 2 is B, value is C and so forth up to 27 which is Rev.Z
hreg 599;HREG_SW_VERSION;uint16;100;;MD SW version;MD Software release number;MD SW version;Unit motherboard software version;
hreg 600;Reserved;;;;;;;;
hreg 601;Reserved;;;;;;;;
hreg 602;Reserved;;;;;;;;
hreg 603;Reserved;;;;;;;;
hreg 604;Reserved;;;;;;;;
hreg 605;Reserved;;;;;;;;
hreg 606;Reserved;;;;;;;;
hreg 607;Reserved;;;;;;;;
hreg 608;Reserved;;;;;;;;
hreg 609;Reserved;;;;;;;;
hreg 610;Reserved;;;;;;;;
hreg 611;Reserved;;;;;;;;
hreg 612;Reserved;;;;;;;;
hreg 613;Reserved;;;;;;;;
hreg 614;Reserved;;;;;;;;
hreg 615;Reserved;;;;;;;;
hreg 616;Reserved;;;;;;;;
hreg 617;Reserved;;;;;;;;
hreg 618;Reserved;;;;;;;;
hreg 619;Reserved;;;;;;;;
hreg 620;Reserved;;;;;;;;
hreg 621;Reserved;;;;;;;;
hreg 622;Reserved;;;;;;;;
hreg 623;Reserved;;;;;;;;
hreg 624;Reserved;;;;;;;;
hreg 625;Reserved;;;;;;;;
hreg 626;Reserved;;;;;;;;
hreg 627;Reserved;;;;;;;;
hreg 628;Reserved;;;;;;;;
hreg 629;Reserved;;;;;;;;
hreg 630;Reserved;;;;;;;;
hreg 631;Reserved;;;;;;;;
hreg 632;Reserved;;;;;;;;
hreg 633;Reserved;;;;;;;;
hreg 634;Reserved;;;;;;;;
hreg 635;Reserved;;;;;;;;
hreg 636;Reserved;;;;;;;;
hreg 637;Reserved;;;;;;;;
hreg 638;Reserved;;;;;;;;
hreg 639;Reserved;;;;;;;;
hreg 640;HREG_MBADDR;uint16;1;1 - 100;Modbus id;Modbus address used by the card.;Modbus id;MD card modbus address 1 - 100;
hreg 641;Reserved;;;;;;;;
hreg 642;Reserved;;;;;;;;
hreg 643;Reserved;;;;;;;;
hreg 644;Reserved;;;;;;;;
hreg 645;Reserved;;;;;;;;
